index,price_clp,price_uf,price_usd,ubicacion,dorms,baths,built area,total area,parking,id,realtor,comuna_id
0,409285000,11500,509695,Hoevel4548y4558,7,4.0,384.0,732.0,3.0,11700213,,26
1,105000000,2950,130760,Rucalhue,2,1.0,112.0,145.0,1.0,10894299,Legales y Propiedades SpA,20
2,128124000,3600,159557,AvenidaLasParcelas,3,1.0,59.0,243.0,2.0,10257635,Propiedadesrs,4
3,75000000,2107,93400,PasajeGonzaloRojas,3,1.0,103.0,73.0,1.0,9232092,Patricio Gajardo propiedades,35
4,53000000,1489,66002,HernánDíazArrieta2820,2,1.0,57.0,67.0,1.0,7085397,Patricio Gajardo propiedades,35
5,94000000,2641,117061,Avenida5deAbril,2,1.0,72.0,131.0,,7586371,Patricio Gajardo propiedades,4
6,75000000,2107,93400,GabrielaMistral/PabloNeruda,3,1.0,70.0,80.0,2.0,11688480,Patricio Gajardo propiedades,35
7,105000000,2950,130760,SanCristóbalTres,2,1.0,50.0,120.0,1.0,12229303,Gesinprop Gestión Inmobiliaria,8
8,76000000,2135,94645,PasajeJosédeMoraleda,3,1.0,72.0,72.0,1.0,12223374,Gesinprop Gestión Inmobiliaria,17
9,76000000,2135,94645,Matías,3,1.0,46.0,90.0,1.0,12221068,Gesinprop Gestión Inmobiliaria,17
10,90000000,2529,112080,LasTinajas&QuintaVergara,3,1.0,100.0,134.0,3.0,12188657,Gesinprop Gestión Inmobiliaria,17
11,75000000,2107,93400,ValledelAconcagua,3,2.0,50.0,88.0,1.0,12187463,Gesinprop Gestión Inmobiliaria,29
12,153037000,4300,190582,Merlin,3,2.0,98.0,130.0,2.0,12187364,Gesinprop Gestión Inmobiliaria,17
13,132000000,3709,164384,SalvadorGutiérrez&Jujuy,4,1.0,69.0,200.0,2.0,8493024,Paula Vivanco Arenas,26
14,199000000,5591,247821,Cuevas,7,3.0,162.0,185.0,,12155606,Todo Propiedades,33
15,79000000,2220,98381,PasajeLagoBertrand,2,1.0,,,2.0,12149041,Fe Propiedades Spa,24
16,373695000,10500,465374,JoséMiguelCarrera,7,3.0,173.0,850.0,3.0,7850911,,8
17,480000000,13487,597758,Altomacul,5,6.0,240.0,600.0,2.0,6474890,Inmobiliaria Barrio Nuevo SpA,8
18,142000000,3990,176837,Sandaniel,3,2.0,100.0,163.0,2.0,12065162,,33
19,295397000,8300,367867,CaminodelaNaturaleza,3,3.0,105.0,280.0,2.0,10765504,Ecorredores Gestion Inmobiliaria,8
20,391490000,11000,487534,Cam.LasCumbres6790,5,3.0,150.0,400.0,2.0,10105612,Ecorredores Gestion Inmobiliaria,8
21,1210060000,34000,1506924,Laforesta,5,5.0,360.0,1150.0,4.0,10080545,,12
22,160155000,4500,199446,AvenidaLaMontañaSur4149,3,3.0,80.0,156.0,2.0,8677005,Behouse,36
23,129903500,3650,161773,AvenidaLaHacienda,3,2.0,68.0,221.0,1.0,7850612,Behouse,36
24,75000000,2107,93400,Riocachapoal,2,2.0,70.0,78.0,,11426067,Propital,25
25,50000000,1405,62267,CerroParedones,3,1.0,31.0,73.0,,11988681,Cgs Corretaje Inmobiliario Spa,24
26,175000000,4917,217933,RíoTrancura,3,3.0,94.0,191.0,4.0,11840169,,33
27,150000000,4215,186800,NuevaImperial,2,1.0,96.0,247.0,1.0,11933894,Cgs Corretaje Inmobiliario Spa,26
28,160000000,4496,199253,AltoJahuel,3,2.0,91.0,268.0,2.0,11915330,Legales y Propiedades SpA,29
29,75000000,2107,93400,TocornalExPedroDuarte,3,1.0,,87.0,1.0,6775287,Legales y Propiedades SpA,24
30,85000000,2388,105853,Maullín,5,2.0,,105.0,1.0,6776151,Legales y Propiedades SpA,24
31,75000000,2107,93400,VioletaParra,3,1.0,62.0,88.0,1.0,9449460,Legales y Propiedades SpA,10
32,75000000,2107,93400,PoetaRamóndelValle,3,2.0,90.0,80.0,1.0,9630711,Legales y Propiedades SpA,10
33,290000000,8148,361146,Noruega/Eyzaguirre,5,3.0,,286.0,2.0,8298437,Legales y Propiedades SpA,24
34,160000000,4496,199253,Colombia,5,2.0,165.0,315.0,1.0,9881681,Legales y Propiedades SpA,24
35,302728540,8506,376997,LaParroquia,2,1.0,83.0,1000.0,4.0,10930652,Legales y Propiedades SpA,24
36,225000000,6322,280199,FranciscoPizarro2041,7,2.0,,572.0,,11903993,,33
37,140000000,3934,174346,Montevideo,5,3.0,,120.0,2.0,11903216,,28
38,266925000,7500,332410,TadeoVargas,4,3.0,198.0,354.0,1.0,11588945,,26
39,180000000,5058,224159,Vichuquén,3,2.0,79.0,114.0,,11791851,Corredora Fuentes Propiedades,33
40,120000000,3372,149440,LebuOriente,4,1.0,131.0,138.0,2.0,11841421,,33
41,239000000,6715,297634,Avenida10deJulioHuamachuco,5,4.0,250.0,190.0,1.0,7756750,Todo Propiedades,33
42,444519100,12490,553573,SantaMartadeHuechuraba,5,5.0,156.0,530.0,4.0,11831081,Giordano Propiedades,5
43,125000000,3512,155666,DaríoPobleteNúñez,3,2.0,80.0,100.0,2.0,11607101,dalet propiedades,17
44,65129700,1830,81108,Sta.Ines3481,3,1.0,52.0,75.0,1.0,11824596,Rodrigo Cañas de la Cerda Propiedades,29
45,115000000,3231,143213,Aracari389,3,1.0,76.0,120.0,2.0,11786572,Silvana Guillen Propiedades,17
46,261586500,7350,325762,BartoloSoto,3,3.0,113.0,130.0,1.0,7971519,Good Property,31
47,266569100,7490,331967,Av.JoséPedroAlessandri1625,4,3.0,109.0,119.0,1.0,7971620,Good Property,18
48,160000000,4496,199253,LosGeranios70,3,1.0,84.0,200.0,2.0,11013162,,8
49,160155000,4500,199446,Lamontañasur,3,2.0,88.0,158.0,3.0,11788723,Peralta Propiedades SpA,36
50,259807000,7300,323545,QuintaAvenida,5,2.0,200.0,300.0,3.0,11750010,Giordano Propiedades,31
51,115000000,3231,143213,VillalosPensamientos,3,2.0,61.0,163.0,2.0,9694714,,9
52,282940500,7950,352354,AvenidaLasFlores,3,3.0,145.0,454.0,2.0,6059114,Tzanis Propiedades,23
53,140580500,3950,175069,PasajeSantaNidia,4,3.0,160.0,162.0,2.0,10500128,Gesinprop Gestión Inmobiliaria,17
54,121000000,3400,150685,Ptovelero,3,2.0,100.0,136.0,1.0,10733354,Gesinprop Gestión Inmobiliaria,17
55,139000000,3906,173101,Lastorres,5,2.0,127.0,112.0,2.0,10571335,alejandra escanilla garrido,17
56,91000000,2557,113325,Elsurazo,3,1.0,55.0,100.0,1.0,11630172,alejandra escanilla garrido,17
57,190406500,5350,237119,PasajeLeonorCepeda,5,2.0,120.0,240.0,,9679579,Hudson Propiedades,6
58,140580500,3950,175069,ComercianteArmandoPérezCarrasco165,4,2.0,101.0,168.0,2.0,10221099,Ambiento Propiedades,37
59,333834200,9380,415734,losrododendrosponiente,4,3.0,160.0,400.0,2.0,10370614,Tzanis Propiedades,23
60,252689000,7100,314681,QuebradadeMacul,4,3.0,112.0,196.0,2.0,9462617,,21
61,85000000,2388,105853,VillaEsperanza,2,2.0,80.0,138.0,1.0,9225401,,39
62,85000000,2388,105853,LaFlorida,2,1.0,65.0,85.0,1.0,6425368,Difusion Propiedades,8
63,184356200,5180,229584,PasajeSantaMagdalenaQuilicur,3,2.0,90.0,149.0,2.0,9743065,Behouse,25
64,238453000,6700,296953,LaEsperanza,3,3.0,110.0,190.0,1.0,7146910,Tzanis Propiedades,23
65,309633000,8700,385595,LosAlmendros,5,3.0,165.0,400.0,2.0,7016500,Tzanis Propiedades,23
66,190406500,5350,237119,CondominioLasCatalpas2,4,4.0,130.0,130.0,1.0,6992761,Tzanis Propiedades,17
67,347002500,9750,432133,Efeso,4,3.0,140.0,550.0,2.0,8201406,Tzanis Propiedades,23
68,291838000,8200,363435,CerrodeloAguirre,3,3.0,130.0,300.0,3.0,10653655,Tzanis Propiedades,23
69,293617500,8250,365651,LosAbedules,3,3.0,125.0,850.0,2.0,9951428,Tzanis Propiedades,23
70,297176500,8350,370083,Callenuevaunosur,4,3.0,120.0,420.0,2.0,9644944,Tzanis Propiedades,23
71,241656100,6790,300942,EsterodelCobre,3,3.0,130.0,170.0,1.0,10930337,Tzanis Propiedades,23
72,533850000,15000,664819,LaFlorida,16,12.0,389.0,890.0,3.0,2988676,Difusion Propiedades,8
73,180000000,5058,224159,LasNaciones,5,3.0,136.0,153.0,2.0,9274473,,17
74,168000000,4720,209215,CaminoBajosdeSta.Cruz342,4,3.0,130.0,180.0,2.0,10340252,,19
75,109900000,3088,136862,Pje.ArmandoCortinez345,3,2.0,85.0,120.0,1.0,10340294,,17
76,160000000,4496,199253,CondominioJardinesdeLasVizcachas,3,3.0,85.0,180.0,2.0,6359377,Carolina Martinez Propiedades,24
77,155000000,4355,193026,Tiltil,7,3.0,250.0,1000.0,8.0,3776733,Difusion Propiedades,46
78,444875000,12500,554016,ElRodeo-NidodeAguilas,6,4.0,176.0,275.0,2.0,2652853,Bello Propiedades Gestión Inmobiliaria,34
79,153037000,4300,190582,CalleSantaNidia,4,3.0,107.0,145.0,,4003310,,17
80,170000000,4777,211706,Nilahue,6,2.0,,,,11608988,Kvs properties,2
81,90000000,2529,112080,Verdi,4,2.0,,85.0,,11608956,Kvs properties,33
82,136000000,3821,169365,CondominioBarriónuevodenos,3,3.0,92.0,148.0,1.0,9060758,G A M P. Propiedades,29
83,119000000,3344,148194,Elsurazo,5,2.0,113.0,108.0,2.0,8805661,alejandra escanilla garrido,17
84,135000000,3793,168120,SantaBerta,4,3.0,93.0,124.0,,9142610,alejandra escanilla garrido,17
85,270484000,7600,336842,Sta.Delia7718,5,3.0,152.0,200.0,3.0,7806625,,8
86,175000000,4917,217933,RamayanacercaMetroPlazaMaipu,4,2.0,110.0,130.0,3.0,3995128,Sucasa Gestión Inmobiliaria,17
87,391490000,11000,487534,MiguelClaro1950,4,2.0,229.0,248.0,2.0,9542577,Sucasa Gestión Inmobiliaria,11
88,325000000,9132,404732,Maipú490,4,2.0,127.0,450.0,4.0,9379847,,37
89,85000000,2388,105853,Carpay984,4,2.0,70.0,80.0,1.0,11572248,,33
90,354120500,9950,440997,Sta.Elena278,3,3.0,118.0,350.0,3.0,9196861,Behouse,35
91,81857000,2300,101939,pasajenarciso1809,3,2.0,53.0,65.0,1.0,10851413,,19
92,165000000,4636,205479,Neculan,4,2.0,110.0,150.0,2.0,7469698,,24
93,162000000,4552,201743,Mapulemu,3,2.0,80.0,140.0,1.0,9861911,,24
94,1032110000,29000,1285318,PalmasdeMallorca,7,6.0,260.0,700.0,4.0,9364512,,13
95,426724100,11990,531412,ElCarmen,4,3.0,170.0,450.0,5.0,11435116,Giordano Propiedades,5
96,153037000,4300,190582,Av.CardenalJoséMaríaCaro3638,5,2.0,248.0,292.0,2.0,6715809,Paz  Legal & Home,2
97,139000000,3906,173101,AvenidaMéxico,6,2.0,140.0,,,6716881,Paz  Legal & Home,27
98,130000000,3653,161893,ValleGrande,2,1.0,60.0,100.0,3.0,10895192,Paz  Legal & Home,36
99,177950000,5000,221606,Huenteno,5,3.0,100.0,166.0,2.0,9546935,,17
100,188627000,5300,234903,CondominioSol,3,3.0,90.0,120.0,3.0,9978976,,38
101,80000000,2248,99626,Villaalameda,4,3.0,,,2.0,11449618,Propital,29
102,305718100,8590,380720,ElSauce,4,4.0,140.0,250.0,3.0,11429525,Giordano Propiedades,5
103,444839410,12499,553972,SantaMartadeHuechuraba,5,5.0,180.0,580.0,5.0,7971323,Mpm Propiedades Limitada,5
104,115000000,3231,143213,IgnacioPalmaVicuña218,3,3.0,100.0,170.0,2.0,11440454,Propital,42
105,316751000,8900,394460,DoctorGenaroBenavides,4,3.0,145.0,285.0,3.0,11433288,,18
106,261195010,7339,325274,DiegodeAlmagroconSuecia,4,3.0,94.0,104.0,1.0,11425958,Propital,11
107,40000000,1124,49813,JuanMartínezdeRozas2454,3,1.0,37.0,32.0,,11423079,Rosario,33
108,99000000,2782,123288,JorgeGonzálezBastías4215,2,1.0,70.0,128.0,1.0,9630477,Rosario,16
109,56000000,1573,69738,Pje.43276,3,1.0,65.0,70.0,,9630592,Rosario,20
110,709308700,19930,883323,Sta.Elena1130,7,3.0,3467.0,752.0,4.0,10721217,,33
111,571895710,16069,712199,Hannoverconestrellasolitaria,6,2.0,157.0,408.0,6.0,11417583,Propital,18
112,4520,0,6,CostaneraFerreaPoniente,4,3.0,82.0,140.0,4.0,11399089,Zerpa Propiedades,33
113,150000000,4215,186800,Peñalolén,5,4.0,130.0,175.0,3.0,6211455,Difusion Propiedades,21
114,320310000,9000,398892,AltoSacramento,4,3.0,188.0,350.0,6.0,11381269,,37
115,198000000,5563,246575,EstaciónCentral,7,3.0,180.0,120.0,2.0,5395066,Difusion Propiedades,4
116,601471000,16900,749030,CondominioCanquénNorte,4,3.0,270.0,580.0,4.0,9752751,Sucasa Gestión Inmobiliaria,35
117,137000000,3849,170610,SeisPoniente,6,2.0,156.0,192.0,1.0,5093646,Ascaim Propiedades,2
118,137021500,3850,170637,LosCastaños1059,3,1.0,85.0,185.0,2.0,11338850,Ambiento Propiedades,24
119,183500000,5156,228518,CondominioParqueBalmaceda,4,3.0,108.0,182.0,2.0,3513793,Balance,29
120,560000000,15735,697385,Calleelbosque,6,3.0,550.0,2000.0,3.0,5857769,Sucasa Gestión Inmobiliaria,37
121,265000000,7446,330012,Av.Marathon2400,4,2.0,144.0,221.0,3.0,7580054,Sucasa Gestión Inmobiliaria,16
122,11057,0,14,MiguelClaroconSantaIsabelProvidencia,3,2.0,229.0,248.0,2.0,10929361,Sucasa Gestión Inmobiliaria,11
123,134530200,3780,167534,Av.BosqueAlto3129,3,3.0,76.0,118.0,2.0,9231182,Ambiento Propiedades,17
124,354000000,9947,440847,SanJosédeTango,3,3.0,218.0,5000.0,6.0,8310493,G A M P. Propiedades,44
125,150000000,4215,186800,LongitudinalSeis1223,3,1.0,76.0,145.0,1.0,11010819,,6
126,120000000,3372,149440,Berkley,4,1.0,170.0,220.0,1.0,10801762,,17
127,135242000,3800,168421,PastorPoncianoYañez,3,2.0,89.0,212.0,2.0,8620279,Ambiento Propiedades,37
128,138089200,3880,171967,FernandoMuñozRojas1133,3,2.0,74.0,140.0,1.0,11252860,,19
129,75900000,2133,94521,SantaJulia,6,2.0,110.0,154.0,1.0,10563501,Intermedia Propiedades,8
130,294685200,8280,366980,Colin,5,3.0,263.0,23000.0,,9347456,Corretaje Boutique,33
131,533850000,15000,664819,DomingoBondi/AlonsodeCamargo,4,2.0,170.0,468.0,3.0,11212213,Lorraine Landon Propiedades,12
132,80000000,2248,99626,Sanbenedictino52villaSantafe,5,3.0,106.0,168.0,2.0,10223385,,19
133,142360000,4000,177285,LaMontañaNte.3650,3,3.0,84.0,133.0,2.0,8722194,Behouse,36
134,77799740,2186,96886,RinconadadeNos,2,1.0,78.0,70.0,2.0,10633223,Hernán Arriagada,29
135,179729500,5050,223823,Casaenpasajecerrado,3,2.0,92.0,179.0,2.0,9141583,Punto Exacto Corredora de Propiedades Ltda.,8
136,138801000,3900,172853,MigueldeCervantes,3,1.0,77.0,171.0,1.0,9023136,Sp Rios Propiedades,4
137,960930000,27000,1196675,Lientur,4,4.0,182.0,1600.0,5.0,3002413,Sp Rios Propiedades,8
138,925340000,26000,1152354,AvenidaRicardoLyon/DiegodeAlmagro,5,3.0,254.0,490.0,4.0,11083332,Lorraine Landon Propiedades,33
139,115000000,3231,143213,Alhué3004,4,2.0,90.0,100.0,1.0,10090797,Arévalo Propiedades,20
140,102641560,2884,127823,Abtao,3,1.0,61.0,108.0,2.0,11066473,Bissac,24
141,65500000,1840,81569,ParqueNacionalAltosdeLircay,2,1.0,54.0,97.0,1.0,11029691,,40
142,115000000,3231,143213,LasAcacias112,3,1.0,60.0,1164.0,,9464865,,40
143,462670000,13000,576177,AlvaroCasanova355,4,3.0,140.0,260.0,2.0,11011207,Samsara Propiedades y Asesorías,21
144,72000000,2023,89664,VillaParquedelSol,3,2.0,65.0,90.0,1.0,9643153,Mauro Propiedades,19
145,140000000,3934,174346,CalleCardenalFresno,3,3.0,92.0,172.0,4.0,7675587,Mauro Propiedades,24
146,160000000,4496,199253,Av.Valdivieso640,6,3.0,,250.0,,10971135,Alessandro Matteucci Cajas,27
147,252333100,7090,314238,VolcánPomerape.,3,2.0,83.0,750.0,6.0,10957028,Propiedades Abarca,29
148,409285000,11500,509695,PríncipedeGales,5,4.0,150.0,250.0,2.0,10953746,,13
149,115952220,3258,144399,PasajeRemi,3,2.0,63.0,107.0,2.0,10730488,Propiedades Abarca,29
150,242012000,6800,301385,AlbertoOrregoLuco,3,2.0,98.0,227.0,2.0,10916394,Lorraine Landon Propiedades,21
151,210000000,5901,261519,Sinaí,4,2.0,153.0,173.0,2.0,6558925,Paz  Legal & Home,8
152,206422000,5800,257064,AltoSacramento,4,3.0,130.0,216.0,2.0,8631344,,37
153,97000000,2725,120797,NemesioAntunez,3,3.0,79.0,106.0,2.0,7726360,,17
154,295397000,8300,367867,Pintados180,5,2.0,150.0,330.0,3.0,10878080,Rodrigo Cañas de la Cerda Propiedades,7
155,75000000,2107,93400,entretacnaconyungaymelipilla,3,1.0,43.0,198.0,2.0,8876766,Paula Vivanco Arenas,47
156,320310000,9000,398892,¡Miraesto!¡Esespectacular!RojasMagallanes,4,4.0,177.0,259.0,3.0,4870914,Punto Exacto Corredora de Propiedades Ltda.,8
157,125000000,3512,155666,Montevideo,3,1.0,81.0,160.0,3.0,8174557,Novavista,16
158,105000000,2950,130760,Cordillera,4,1.0,70.0,135.0,1.0,6128942,Novavista,13
159,480465000,13500,598337,PortalLosMaitenes,3,3.0,167.0,400.0,3.0,9531622,Tym Corredoras,35
160,252689000,7100,314681,EnriqueOlivaresconAlicahue,4,2.0,100.0,240.0,2.0,10697355,,8
161,323869000,9100,403324,CaminodelMimo,5,4.0,139.0,330.0,2.0,10686291,,35
162,373695000,10500,465374,Eyzaguirre1210,10,4.0,200.0,662.0,8.0,10680700,,29
163,227000000,6378,282690,ValleLoCampino,5,3.0,178.0,216.0,1.0,9742504,G A M P. Propiedades,25
164,151257500,4250,188366,Gral.Saavedra1324,7,2.0,197.0,225.0,,9555440,Román Propiedades,6
165,266925000,7500,332410,CascadadelaPalomaSur,3,3.0,121.0,290.0,2.0,10656285,Samsara Propiedades y Asesorías,8
166,143000000,4018,178082,DoctorSoterodelRío&Huasco,4,2.0,160.0,300.0,2.0,7755357,Navacasa Propiedades,27
167,75000000,2107,93400,PedroNúñezFernández,2,1.0,56.0,80.0,2.0,9634508,,24
168,69500000,1953,86550,SanFélix129,2,1.0,54.0,82.0,1.0,9552084,,37
169,140000000,3934,174346,SanExpedito,3,2.0,90.0,110.0,1.0,10199601,,24
170,907545000,25500,1130193,LasPataguas,5,6.0,320.0,1040.0,6.0,10572453,,34
171,75000000,2107,93400,Villacentenario,2,1.0,60.0,90.0,1.0,10371383,Propiedades Coda,19
172,120000000,3372,149440,DonVicente,3,3.0,130.0,150.0,2.0,10371607,Propiedades Coda,38
173,64500000,1812,80324,SargentoMenadier,5,2.0,130.0,115.0,2.0,10563302,Intermedia Propiedades,24
174,409534130,11507,510005,ManuelRodríguez,5,2.0,,700.0,8.0,5964993,,17
175,79000000,2220,98381,Anay,3,2.0,80.0,160.0,1.0,8723620,Arévalo Propiedades,4
176,205000000,5760,255293,Cuevas/Maule,7,3.0,161.0,185.0,,8677192,,33
177,240000000,6743,298879,Carmen/Barretos,5,3.0,190.0,250.0,1.0,8677225,,33
178,88000000,2473,109589,LosTricahues,3,2.0,65.0,90.0,2.0,6431360,,23
179,74000000,2079,92154,BanderaChilena,4,2.0,50.0,69.0,1.0,9674826,alejandra escanilla garrido,17
180,130000000,3653,161893,FedericoGana,5,3.0,,97.0,3.0,10350195,Margarita Leiva Catalan,3
181,448434000,12600,558448,SectorBlestGanaL3CastilloVelasco,3,2.0,228.0,451.0,3.0,9153550,Bello Propiedades Gestión Inmobiliaria,13
182,240232500,6750,299169,AltoSacramento,4,3.0,119.0,220.0,2.0,9140364,,37
183,227776000,6400,283656,MartíndeZamora/lareconquista,2,1.0,60.0,80.0,,10327869,Kinast Propiedades,12
184,130000000,3653,161893,LosHalcones,3,1.0,85.0,180.0,3.0,10284765,Alessandro Matteucci Cajas,36
185,185000000,5198,230386,EstadioMunicipalSanRamón,3,2.0,,214.0,1.0,10257751,Propiedades Anderson Ltda,32
186,273000000,7671,339975,LosJardineros,4,2.0,250.0,500.0,4.0,7742050,Helena de Troya,21
187,180000000,5058,224159,LosPlátanosxxx6,8,8.0,139.0,282.0,3.0,7844718,,15
188,286499500,8050,356786,ElOlivillo5956,5,3.0,131.0,241.0,1.0,5311878,Arévalo Propiedades,21
189,120000000,3372,149440,CerroBlanco,2,2.0,75.0,149.0,1.0,10084070,Codalu Propiedades,17
190,120000000,3372,149440,CerroBarón,4,2.0,82.0,104.0,1.0,10081031,Codalu Propiedades,17
191,120000000,3372,149440,AvenidaLasNievesOriente,3,3.0,84.0,120.0,1.0,10080601,Codalu Propiedades,24
192,854160000,24000,1063711,RicardoCox,7,5.0,,800.0,4.0,10074591,Margarita Leiva Catalan,12
193,743831000,20900,926315,CaminodelYunque,4,3.0,225.0,700.0,2.0,7086037,Platoni y Bonet Propiedades,34
194,151257500,4250,188366,PasajeTurinPoniente,4,2.0,85.0,155.0,2.0,8657276,Rodrigo Cañas de la Cerda Propiedades,29
195,117589360,3304,146438,PasajeIslaNavarino,3,2.0,102.0,86.0,1.0,9728294,Margarita Leiva Catalan,24
196,355900000,10000,443213,LasChilcasNorte,3,2.0,140.0,1000.0,4.0,8574336,Gilmpb,8
197,622825000,17500,775623,Elembalse,4,3.0,200.0,2000.0,,8574183,Gilmpb,21
198,60000000,1686,74720,VillaDuraznal,3,1.0,,,1.0,9809866,Evelyn Carrillo Santander,24
199,46000000,1292,57285,SantoTomás,3,1.0,,,,9809816,Evelyn Carrillo Santander,9
200,125000000,3512,155666,LaPrimavera,3,2.0,,,2.0,9809787,Evelyn Carrillo Santander,24
201,125000000,3512,155666,AvenidaMéxico,3,2.0,,154.0,2.0,7970355,Evelyn Carrillo Santander,24
202,176900000,4970,220299,Zañartu2740,4,2.0,100.0,124.0,1.0,9767097,,18
203,960752050,26995,1196453,CaminodeLosCastores,6,6.0,350.0,1000.0,7.0,7923562,Rsa Gestión Inmobiliaria,34
204,178270310,5009,222005,Canaldelaluz,3,3.0,99.0,157.0,2.0,6175452,Enfoque Propiedades,24
205,130000000,3653,161893,Aguavivanorte,3,1.0,75.0,102.0,1.0,7809524,Enfoque Propiedades,24
206,140000000,3934,174346,Cabrero,4,1.0,74.0,162.0,2.0,8107890,Enfoque Propiedades,24
207,122000000,3428,151930,Losmoais,3,1.0,91.0,138.0,1.0,9302068,,17
208,247350500,6950,308033,CamiloBerriosQuintanilla,3,3.0,112.0,240.0,2.0,7970036,Propiedades Abarca,37
209,432418500,12150,538504,CarlosSilvaVildósola,5,4.0,140.0,220.0,2.0,6133981,Equus Gestión Inmobiliaria,13
210,203000000,5704,252802,Independencia381,4,3.0,113.0,178.0,2.0,8189896,Giovanna Pomar,24
211,274043000,7700,341274,Lamontura,4,3.0,122.0,374.0,2.0,6943932,Enfoque Propiedades,24
212,93000000,2613,115816,PasajelaCañadaOriente,2,2.0,49.0,80.0,1.0,8548548,Enfoque Propiedades,24
213,569440000,16000,709141,Géminisii,3,2.0,140.0,310.0,2.0,5893319,,22
214,208201500,5850,259280,EduardoMaira,3,2.0,145.0,247.0,4.0,8176688,Margarita Leiva Catalan,25
215,164000000,4608,204234,Sanmaximo,3,2.0,89.0,181.0,3.0,8448868,Enfoque Propiedades,24
216,675000000,18966,840598,JoséZapiola8774,4,3.0,150.0,210.0,2.0,2272898,Helena de Troya,13
217,480465000,13500,598337,AlvaroCasanova355,5,4.0,220.0,340.0,2.0,7891532,Equus Gestión Inmobiliaria,21
218,170000000,4777,211706,Ñuble49,2,1.0,85.0,100.0,,6682214,,33
219,76000000,2135,94645,PasajeQuechua02338,3,2.0,90.0,110.0,3.0,6682359,,24
220,249130000,7000,310249,VuelodeCodornizNorte,4,3.0,137.0,225.0,1.0,6355152,Promoción Inmobiliaria,23
221,360000000,10115,448319,Esmeralda&AvenidaFernandezAlbano,4,3.0,270.0,480.0,4.0,7064113,,7
222,160000000,4496,199253,brisas000,3,1.0,150.0,331.0,4.0,7063582,,7
223,266925000,7500,332410,AvenidaPedrodeAretxabala,4,3.0,129.0,228.0,2.0,6945383,Promoción Inmobiliaria,23
224,1299035000,36500,1617727,ContralmiranteFernándezVial/ElTranque,6,5.0,344.0,702.0,5.0,12341490,Viel Propiedades dos Ltda.,34
225,85000000,2388,105853,LasAraucarias,2,1.0,52.0,91.0,,12341157,Urbalia,35
226,366577000,10300,456509,Santaelenalosnogalesii,3,3.0,135.0,135.0,2.0,12341129,Urbalia,35
227,444875000,12500,554016,Colina,6,4.0,170.0,610.0,3.0,12339449,Proyecta Propiedades - Santa Elena de Chicureo,35
228,87000000,2445,108344,valledelaconcagua,3,1.0,65.0,90.0,2.0,12337901,Easyprop,19
229,462670000,13000,576177,libertad377,5,6.0,217.0,596.0,5.0,12337835,Easyprop,17
230,88000000,2473,109589,eyzaguirre,4,2.0,80.0,100.0,1.0,12337819,Easyprop,24
231,160155000,4500,199446,rodolfojaramillo2718,3,3.0,84.0,169.0,2.0,12337777,Easyprop,19
232,77000000,2164,95890,Olimpo,3,2.0,55.0,93.0,4.0,12337693,Easyprop,17
233,165493500,4650,206094,elhelechosur18535,3,1.0,89.0,200.0,3.0,12337577,Easyprop,17
234,270484000,7600,336842,alcaldejoseluisinfantelarrain,3,3.0,155.0,233.0,4.0,12337535,Easyprop,17
235,125000000,3512,155666,ElRaulí8575,3,2.0,90.0,98.0,1.0,12336409,,23
236,150189800,4220,187036,Alcántara,4,3.0,90.0,200.0,2.0,7741272,,24
237,473347000,13300,589473,Puntadeleste//LasCondes,4,2.0,110.0,258.0,2.0,12335775,Nexxos,12
238,199837850,5615,248864,CiudaddelEste,5,3.0,178.0,264.0,1.0,12335701,Nexxos,24
239,155000000,4355,193026,MAP-Sevendecasaesquinaparaproyectoocomercioenñuñoa,3,1.0,40.0,198.0,2.0,12335402,Easyprop,18
240,126807170,3563,157917,Map-SevendeBellaCasa4H,4,3.0,80.0,105.0,3.0,12335381,Easyprop,24
241,266925000,7500,332410,MAP-SeVendeHermosaCasa3D,3,3.0,107.0,180.0,2.0,12335308,Easyprop,5
242,220000000,6182,273973,MAP-SevendeHermosayampliacasa5H,5,2.0,182.0,250.0,4.0,12335276,Easyprop,2
243,151257500,4250,188366,Sevendeterrenourbanizadode450m2,6,3.0,450.0,450.0,,12334556,Easyprop,8
244,80077500,2250,99723,SanHugo/NemesioVicuña,3,1.0,62.0,74.0,,12334482,Aleida Lama Propiedades,24
245,201083500,5650,250415,av.canaldelaluz3640,3,3.0,99.0,300.0,3.0,12333894,Easyprop,24
246,496480500,13950,618282,Venezuela,7,4.0,206.0,1000.0,6.0,12333790,Houm,8
247,286499500,8050,356786,Antupiren,4,2.0,119.0,182.0,2.0,12332975,,33
248,78120050,2195,97285,Av.PadreAlbertoHurtado7404,3,1.0,74.0,160.0,4.0,10538738,Propiedades Roca.cl,14
249,130000000,3653,161893,EduardoFreiCercanoAlfredoSilvaCarvallo,4,2.0,84.0,90.0,2.0,6529581,Unne,17
250,56000000,1573,69738,IslaHumos8654,3,1.0,53.0,63.0,,10633012,,9
251,110329000,3100,137396,Lomasdelviento,3,1.0,56.0,90.0,1.0,12330886,Propital,24
252,1352064100,37990,1683766,Plazachileperu,6,3.0,295.0,1150.0,,5351609,Nativo Propiedades,13
253,925340000,26000,1152354,Hernancortes//pedrodevaldivia,11,4.0,567.0,702.0,1269.0,9275128,Unne,18
